round,lang_id,variable,iso_alpha2,country,lang_name,glottocode,glottolog_name,level
5,1262,Q2,CI,27,Adjoukrou,adio1239,Adioukrou,language
5,1263,Q2,CI,27,Agni,anyi1245,Anyin,language
5,1264,Q2,CI,27,Attié,atti1239,Attié,language
5,1265,Q2,CI,27,Avikam,avik1243,Avikam,language
5,1267,Q2,CI,27,Baoulé,baou1238,Baoulé,language
5,1268,Q2,CI,27,Bété,bete1265,Beteic,family
5,1269,Q2,CI,27,Dida,dida1245,Dida,family
5,1270,Q2,CI,27,Godié,godi1239,Godié,language
5,1271,Q2,CI,27,Gouro,guro1248,Guro,language
5,1273,Q2,CI,27,Guéré,guer1240,Guere,family
5,1274,Q2,CI,27,Koulango,kula1277,Kulango,family
5,1275,Q2,CI,27,Kroumen,ivor1240,Ivorian Grebo,family
5,1279,Q2,CI,27,Yacouba,dann1241,Dan,language
5,1280,Q2,CI,27,Wobe,weno1238,Wobe-Wè Northern,language
5,1281,Q2,CI,27,Ebrie,ebri1238,Ebrié,language
5,1282,Q2,CI,27,Djimini,djim1235,Djimini Senoufo,language
5,1283,Q2,CI,27,Bakwe,bakw1243,Bakwé,language
5,1284,Q2,CI,27,Ahizi,aizi1248,Aizi,family
5,1285,Q2,CI,27,Gniaboua,nyab1255,Nyabwa,language
5,1286,Q2,CI,27,Kouzie,nyab1255,Nyabwa,language
5,1287,Q2,CI,27,Koyaka,koya1253,Koyaga,language
5,1288,Q2,CI,27,Mbatto,mbat1247,Mbato,language
5,1289,Q2,CI,27,Mahouka,maho1249,Mahou,language
5,1300,Q2,GN,28,Soussou,susu1250,Susu,language
5,1301,Q2,GN,28,Baga,temn1245,Northern Mel,family
5,1302,Q2,GN,28,Poular,pula1262,Pular,language
5,1303,Q2,GN,28,Djalounké,yalu1240,Yalunka,language
5,1304,Q2,GN,28,Diakanké,jaha1245,Jahanka,language
5,1305,Q2,GN,28,Maninka,east2426,Eastern Maninkakan,language
5,1306,Q2,GN,28,konianké,kony1250,Konyanka Maninka,language
5,1307,Q2,GN,28,Kpelé,guin1254,Guinea Kpelle,language
5,1310,Q2,GN,28,Loma,toma1245,Toma,language
5,1311,Q2,GN,28,Manian,mann1248,Mann,language
5,1312,Q2,GN,28,Kissié,nort2765,Northern Kissi,language
5,1313,Q2,GN,28,Landouma,land1256,Landoma,language
5,1314,Q2,GN,28,Kouranko,kura1250,Kuranko,language
5,1315,Q2,GN,28,Kakabhe,kaka1265,Kakabe,language
5,1501,Q2,MA,33,Hassaniya,hass1238,Hassaniyya,language
5,1622,Q2,SZ,30,Isizulu,zulu1248,Zulu,language
5,2220,Q2,CM,26,Tikari,tika1246,Tikar,language
5,2221,Q2,CM,26,Toupouri,tupu1244,Tupuri,language
5,2222,Q2,CM,26,Yamba,yamb1251,Yamba,language
5,2740,Q2,TZ,17,Kisubi,shub1238,Shubi,language
5,2741,Q2,TZ,17,Kisimbiti,suba1252,Suba-Simbiti,language
5,2742,Q2,TZ,17,Kikerewe,kere1283,Kerewe,language
5,2743,Q2,TZ,17,Kimbulu,iraq1241,Iraqw,language
5,2744,Q2,TZ,17,Kisangu,sang1330,Sangu (Tanzania),language
5,2745,Q2,TZ,17,Kimakua,makh1261,Makhuwa-Meetto,language
5,2746,Q2,TZ,17,Kikwaya,kway1241,Kwaya,language
5,2747,Q2,TZ,17,Kisafwa,safw1238,Safwa,language
5,2748,Q2,TZ,17,Kirangi,lang1320,Langi,language
5,2749,Q2,TZ,17,Kipangwa,pang1287,Pangwa,language
5,2750,Q2,TZ,17,Kindengereko,nden1248,Ndengereko,language
5,2751,Q2,TZ,17,Kingindo,ngin1244,Ngindo,language
5,2752,Q2,TZ,17,Kinguu,zigu1242,Zigula,language
5,2753,Q2,TZ,17,Kinyiha,nyik1249,Nyika,family
5,2754,Q2,TZ,17,Kinyamwanga,nyam1275,Nyamwanga,language
5,9995,Q2,BJ,1,Others,,,
5,9995,Q2,BW,2,Others,,,
5,9995,Q2,BF,3,Others,,,
5,9995,Q2,KE,6,Others,,,
5,9995,Q2,LS,7,Others,,,
5,9995,Q2,LR,8,Others,,,
5,9995,Q2,MW,10,Others,,,
5,9995,Q2,ML,11,Others,,,
5,9995,Q2,MZ,12,Others,,,
5,9995,Q2,NA,13,Others,,,
5,9995,Q2,NG,14,Others,,,
5,9995,Q2,SN,15,Others,,,
5,9995,Q2,ZA,16,Others,,,
5,9995,Q2,TZ,17,Others,,,
5,9995,Q2,UG,18,Others,,,
5,9995,Q2,ZM,19,Others,,,
5,9995,Q2,ZW,20,Others,,,
5,9995,Q2,TG,24,Others,,,
5,9995,Q2,CM,26,Others,,,
5,9995,Q2,CI,27,Others,,,
5,9995,Q2,GN,28,Others,,,
5,9999,Q2,LR,8,Don't know,,,
5,9999,Q2,MZ,12,Don't know,,,
5,9999,Q2,NG,14,Don't know,,,
5,9999,Q2,ZM,19,Don't know,,,
5,9999,Q2,SL,22,Don't know,,,
5,9999,Q2,CM,26,Don't know,,,
5,9999,Q2,TN,35,Don't know,,,
6,-1,Q103,CM,6,Missing,,,
6,-1,Q103,CI,8,Missing,,,
6,-1,Q103,GH,11,Missing,,,
6,-1,Q103,LR,15,Missing,,,
6,-1,Q103,MW,17,Missing,,,
6,-1,Q103,SL,27,Missing,,,
6,-1,Q103,ZM,35,Missing,,,
6,-1,Q103,ZW,36,Missing,,,
6,1,Q103,BW,3,English,stan1293,English,language
6,1,Q103,CM,6,English,stan1293,English,language
6,1,Q103,CV,7,English,stan1293,English,language
6,1,Q103,GH,11,English,stan1293,English,language
6,1,Q103,KE,13,English,stan1293,English,language
6,1,Q103,LS,14,English,stan1293,English,language
6,1,Q103,LR,15,English,stan1293,English,language
6,1,Q103,MW,17,English,stan1293,English,language
6,1,Q103,MU,19,English,stan1293,English,language
6,1,Q103,NA,22,English,stan1293,English,language
6,1,Q103,NG,24,English,stan1293,English,language
6,1,Q103,SL,27,English,stan1293,English,language
6,1,Q103,ZA,28,English,stan1293,English,language
6,1,Q103,SZ,30,English,stan1293,English,language
6,1,Q103,UG,34,English,stan1293,English,language
6,1,Q103,ZM,35,English,stan1293,English,language
6,1,Q103,ZW,36,English,stan1293,English,language
6,2,Q103,BJ,2,French,stan1290,French,language
6,2,Q103,BF,4,French,stan1290,French,language
6,2,Q103,BI,5,French,stan1290,French,language
6,2,Q103,CM,6,French,stan1290,French,language
6,2,Q103,CI,8,French,stan1290,French,language
6,2,Q103,GA,10,French,stan1290,French,language
6,2,Q103,GN,12,French,stan1290,French,language
6,2,Q103,ML,18,French,stan1290,French,language
6,2,Q103,MU,19,French,stan1290,French,language
6,2,Q103,NE,23,French,stan1290,French,language
6,2,Q103,SN,26,French,stan1290,French,language
6,2,Q103,TG,32,French,stan1290,French,language
6,2,Q103,TN,33,French,stan1290,French,language
6,3,Q103,MZ,21,Portuguese,port1283,Portuguese,language
6,3,Q103,ST,25,Portuguese,port1283,Portuguese,language
6,4,Q103,KE,13,Swahili,swah1253,Swahili,language
6,4,Q103,TZ,31,Swahili,swah1253,Swahili,language
6,5,Q103,DZ,1,Arabic,stan1318,Standard Arabic,language
6,5,Q103,EG,9,Arabic,stan1318,Standard Arabic,language
6,5,Q103,MA,20,Arabic,stan1318,Standard Arabic,language
6,5,Q103,SD,29,Arabic,stan1318,Standard Arabic,language
6,5,Q103,TN,33,Arabic,stan1318,Standard Arabic,language
6,7,Q103,NA,22,Afrikaans,afri1274,Afrikaans,language
6,7,Q103,ZA,28,Afrikaans,afri1274,Afrikaans,language
6,15,Q103,BF,4,Dioula,dyul1238,Dyula,language
6,15,Q103,CI,8,Dioula,dyul1238,Dyula,language
6,16,Q103,GH,11,Ewe,ewee1241,Ewe,language
6,16,Q103,TG,32,Ewe,ewee1241,Ewe,language
6,18,Q103,BF,4,Fulfuldé,west2454,Western Niger Fulfulde,language
6,18,Q103,NE,23,Fulfuldé,cent2018,Central-Eastern Niger Fulfulde,language
6,20,Q103,GH,11,Hausa,haus1257,Hausa,language
6,20,Q103,NG,24,Hausa,haus1257,Hausa,language
6,32,Q103,ML,18,Tamasheq,tuar1240,Tuareg,family
6,32,Q103,NE,23,Tamasheq,tuar1240,Tuareg,family
6,35,Q103,BJ,2,Yoruba,yoru1245,Yoruba,language
6,35,Q103,NG,24,Yoruba,yoru1245,Yoruba,language
6,100,Q103,BJ,2,Fon,fonn1241,Fon,language
6,101,Q103,BJ,2,Adja,ajab1235,Aja (Benin),language
6,102,Q103,BJ,2,Bariba,baat1238,Baatonum,language
6,104,Q103,BJ,2,Outamari,dita1238,Ditammari,language
6,105,Q103,BJ,2,Peulh,fula1264,Fula,family
6,106,Q103,BJ,2,Lopka,lukp1238,Lukpa,language
6,140,Q103,BW,3,Setswana,tswa1253,Tswana,language
6,180,Q103,BF,4,Mooré,moss1236,Mossi,language
6,183,Q103,BF,4,Gulmacema,gour1243,Gourmanchéma,language
6,184,Q103,BF,4,Gourounsi,fare1241,Farefare,language
6,220,Q103,CV,7,Crioulo,kabu1256,Kabuverdianu,language
6,221,Q103,CV,7,Português,port1283,Portuguese,language
6,260,Q103,GH,11,Akan,akan1250,Akan,language
6,262,Q103,GH,11,Ga/Dangbe,gada1257,Ga-Dangme,family
6,263,Q103,GH,11,Dagbani,dagb1246,Dagbani,language
6,265,Q103,GH,11,Waala,wali1263,Wali (Ghana),language
6,273,Q103,GH,11,Dagaree,sout2789,Central Dagaare,language
6,300,Q103,KE,13,Kikuyu,kiku1240,Kikuyu,language
6,301,Q103,KE,13,Luo,luok1236,Luo (Kenya and Tanzania),language
6,302,Q103,KE,13,Luhya,luyi1234,Luyia,family
6,303,Q103,KE,13,Kamba,kamb1297,Kamba (Kenya),language
6,304,Q103,KE,13,Kalenjin,kale1246,Kalenjin,family
6,305,Q103,KE,13,Kisii,gusi1247,Gusii,language
6,306,Q103,KE,13,Meru/Samburu,meru1245,Meru,language
6,307,Q103,KE,13,Maasai / Samburu,nucl1431,Nuclear Maa,family
6,310,Q103,KE,13,Somali,soma1255,Somali,language
6,340,Q103,LS,14,Sesotho,sout2807,Southern Sotho,language
6,380,Q103,LR,15,Liberian English,libe1240,Kru Pidgin English,language
6,420,Q103,MG,16,Malgache « officiel »,plat1254,Plateau Malagasy,language
6,421,Q103,MG,16,Malgache avec spécificité régionale,mala1537,Malagasic,family
6,460,Q103,MW,17,Chitumbuka,tumb1250,Tumbuka,language
6,463,Q103,MW,17,Chichewa,nyan1308,Nyanja,language
6,501,Q103,ML,18,Bambara,bamb1269,Bambara,language
6,514,Q103,ML,18,Peulh/Fulfude,maas1239,Maasina Fulfulde,language
6,517,Q103,ML,18,Soninké,soni1259,Soninke,language
6,518,Q103,ML,18,Sonrhai,song1307,Songhay,family
6,540,Q103,MZ,21,Makua,maku1279,Makua-Lomwe,family
6,541,Q103,MZ,21,Sena,nucl1396,Sena,language
6,542,Q103,MZ,21,Ndau,ndau1241,Ndau,language
6,543,Q103,MZ,21,Changana,tson1249,Tsonga,language
6,581,Q103,NA,22,Oshiwambo (Oshindonga/Oshikwanyama),ndon1253,Ndonga (R.20),family
6,582,Q103,NA,22,Otjiherero,here1253,Herero,language
6,583,Q103,NA,22,Rukwangali,kwan1273,Kwangali,language
6,621,Q103,NG,24,Igbo,nucl1417,Igbo,language
6,623,Q103,NG,24,Pidgin English,nige1257,Nigerian Pidgin,language
6,660,Q103,SN,26,Wolof,nucl1347,Wolof,language
6,661,Q103,SN,26,Pulaar/Toucouleur,pula1263,Pulaar,language
6,665,Q103,SN,26,Diola,jola1263,Jola-Fonyi,language
6,702,Q103,ZA,28,Xhosa,xhos1239,Xhosa,language
6,703,Q103,ZA,28,Pedi/Spedi/North Sotho,pedi1238,Pedi,language
6,704,Q103,ZA,28,Sesotho/Sotho/South Sotho,sout2807,Southern Sotho,language
6,705,Q103,ZA,28,Setswana/Tswana,tswa1253,Tswana,language
6,708,Q103,ZA,28,Venda,vend1245,Venda,language
6,709,Q103,ZA,28,Zulu,zulu1248,Zulu,language
6,780,Q103,UG,34,Luganda,gand1255,Ganda,language
6,781,Q103,UG,34,Runyankore-Rukiga,chig1238,Chiga,language
6,782,Q103,UG,34,Runyoro-Rutooro,nyor1246,Nyoro,language
6,783,Q103,UG,34,Lusoga,soga1242,Soga,language
6,784,Q103,UG,34,Lumasaaba,masa1299,Masaaba,language
6,787,Q103,UG,34,Ateso,teso1249,Teso,language
6,788,Q103,UG,34,Acholi-Langi,sout2831,Southern Lwoo,family
6,789,Q103,UG,34,Alur,alur1250,Alur,language
6,790,Q103,UG,34,Lugbara,lugb1240,Lugbara,language
6,792,Q103,UG,34,Japadhola,adho1243,Adhola,language
6,798,Q103,UG,34,Kupsabinyi,kups1238,Kupsabiny,language
6,799,Q103,UG,34,Ngakarimajong,kara1483,Karamojong,language
6,820,Q103,ZM,35,Chewa/Nyanja,nyan1308,Nyanja,language
6,821,Q103,ZM,35,Bembia,bemb1257,Bemba (Zambia),language
6,822,Q103,ZM,35,Tonga,tong1318,Tonga (Zambia),language
6,823,Q103,ZM,35,Kaonde,kaon1241,Kaonde,language
6,824,Q103,ZM,35,Lozi,lozi1239,Lozi,language
6,860,Q103,ZW,36,Ndebele,nort2795,Zimbabwean Ndebele,language
6,861,Q103,ZW,36,Shona,shon1251,Shona,language
6,900,Q103,MU,19,Creole,mori1278,Morisyen,language
6,930,Q103,SL,27,Krio,krio1253,Krio,language
6,931,Q103,SL,27,Mende,mend1266,Mende (Sierra Leone),language
6,932,Q103,SL,27,Temne,timn1235,Timne,language
6,1100,Q103,NE,23,Haoussa,haus1257,Hausa,language
6,1101,Q103,NE,23,Zarma/Songhaï,zarm1239,Zarma-Kaado,language
6,1142,Q103,TG,32,Kabye,kabi1261,Kabiyé,language
6,1143,Q103,TG,32,Tem (Kotokoli),temm1241,Tem,language
6,1144,Q103,TG,32,Ben (Moba),moba1244,Moba,language
6,1145,Q103,TG,32,Nawdem (Losso),nawd1238,Nawdm,language
6,1180,Q103,BI,5,Kirundi,rund1242,Rundi,language
6,1220,Q103,CM,6,Foufouldé,fula1264,Fula,family
6,1221,Q103,CM,6,Pidgin,came1254,Cameroon Pidgin,language
6,1222,Q103,CM,6,Ewondo,ewon1239,Ewondo,language
6,1300,Q103,GN,12,Soussou,susu1250,Susu,language
6,1302,Q103,GN,12,Poular,pula1262,Pular,language
6,1305,Q103,GN,12,Maninka,east2426,Eastern Maninkakan,language
6,1307,Q103,GN,12,Kpèlè,guin1254,Guinea Kpelle,language
6,1312,Q103,GN,12,Kissié,nort2765,Northern Kissi,language
6,1620,Q103,SZ,30,siSwati,swat1243,Swati,language
6,1660,Q103,ST,25,Creolo,ango1258,Angolar,language
6,9995,Q103,CM,6,Other,,,
6,9995,Q103,GH,11,Other,,,
6,9995,Q103,GN,12,Other,,,
6,9995,Q103,MW,17,Other,,,
6,9995,Q103,MA,20,Other,,,
6,9995,Q103,MZ,21,Other,,,
6,9995,Q103,ST,25,Other,,,
6,9995,Q103,SN,26,Other,,,
6,9995,Q103,SL,27,Other,,,
6,9995,Q103,ZA,28,Other,,,
6,9995,Q103,SZ,30,Other,,,
6,9995,Q103,UG,34,Other,,,
6,9995,Q103,ZM,35,Other,,,
6,1,Q116,CM,6,English,stan1293,English,language
6,1,Q116,KE,13,English,stan1293,English,language
6,1,Q116,NG,24,English,stan1293,English,language
6,1,Q116,ZA,28,English,stan1293,English,language
6,1,Q116,ZM,35,English,stan1293,English,language
6,1,Q116,ZW,36,English,stan1293,English,language
6,2,Q116,GA,10,French,stan1290,French,language
6,3,Q116,MZ,21,Portuguese,port1283,Portuguese,language
6,3,Q116,ST,25,Portuguese,port1283,Portuguese,language
6,4,Q116,TZ,31,Kiswahili,swah1253,Swahili,language
6,5,Q116,DZ,1,Arabic,alge1239,Algerian Arabic,language
6,5,Q116,EG,9,Arabic,egyp1253,Egyptian Arabic,language
6,5,Q116,MA,20,Arabic,moro1292,Moroccan Arabic,language
6,5,Q116,TN,33,Arabic,tuni1259,Tunisian Arabic,language
6,6,Q116,BJ,2,Adja,ajab1235,Aja (Benin),language
6,6,Q116,TG,32,Adja,ajab1235,Aja (Benin),language
6,13,Q116,BF,4,Bobo,bobo1253,Bobo,family
6,13,Q116,ML,18,Bobo,bomu1247,Bomu,language
6,16,Q116,GH,11,Ewe,ewee1241,Ewe,language
6,16,Q116,TG,32,Ewe,ewee1241,Ewe,language
6,18,Q116,BF,4,Fulfuldé,west2454,Western Niger Fulfulde,language
6,18,Q116,NE,23,Fulfuldé,cent2018,Central-Eastern Niger Fulfulde,language
6,20,Q116,GH,11,Hausa,haus1257,Hausa,language
6,20,Q116,NG,24,Hausa,haus1257,Hausa,language
6,28,Q116,MZ,21,Nyanja,nyan1308,Nyanja,language
6,28,Q116,ZM,35,Nyanja,nyan1308,Nyanja,language
6,32,Q116,ML,18,Tamasheq,tuar1240,Tuareg,family
6,32,Q116,NE,23,Tamasheq,tuar1240,Tuareg,family
6,35,Q116,BJ,2,Yoruba,yoru1245,Yoruba,language
6,35,Q116,NG,24,Yoruba,yoru1245,Yoruba,language
6,100,Q116,BJ,2,Fon,fonn1241,Fon,language
6,102,Q116,BJ,2,Bariba,baat1238,Baatonum,language
6,105,Q116,BJ,2,Ditamari,dita1238,Ditammari,language
6,106,Q116,BJ,2,Peulh,fula1264,Fula,family
6,107,Q116,BJ,2,Lopka,lukp1238,Lukpa,language
6,140,Q116,BW,3,Setswana,tswa1253,Tswana,language
6,142,Q116,BW,3,Sekgalagadi,kgal1244,Kgalagadi,language
6,143,Q116,BW,3,Sesubia,subi1246,Subiya,language
6,144,Q116,BW,3,Ikalanga/Sekalaka,kala1384,Kalanga,language
6,180,Q116,BF,4,Mooré,moss1236,Mossi,language
6,181,Q116,BF,4,Dioula,dyul1238,Dyula,language
6,183,Q116,BF,4,Gulmacema,gour1243,Gourmanchéma,language
6,184,Q116,BF,4,Gourounsi,fare1241,Farefare,language
6,185,Q116,BF,4,Bissa,biss1248,Bissa,language
6,190,Q116,BF,4,Samo,mand1437,Mande Samo,family
6,220,Q116,CV,7,Crioulo,kabu1256,Kabuverdianu,language
6,221,Q116,CV,7,Português,port1283,Portuguese,language
6,260,Q116,GH,11,Akan,akan1250,Akan,language
6,262,Q116,GH,11,Ga/Dangbe,gada1257,Ga-Dangme,family
6,263,Q116,GH,11,Dagbani,dagb1246,Dagbani,language
6,265,Q116,GH,11,Waala,wali1263,Wali (Ghana),language
6,266,Q116,GH,11,Moshie,moss1236,Mossi,language
6,268,Q116,GH,11,Likpakpaln,konk1269,Konkomba,language
6,270,Q116,GH,11,Konkomba,konk1269,Konkomba,language
6,271,Q116,GH,11,Gonja,gonj1241,Gonja,language
6,273,Q116,GH,11,Dagaree,sout2789,Central Dagaare,language
6,275,Q116,GH,11,Kotokoli,temm1241,Tem,language
6,279,Q116,GH,11,Sissala,sisa1248,Sisaala,family
6,280,Q116,GH,11,Kasem,kase1253,Kasem,language
6,300,Q116,KE,13,Kikuyu,kiku1240,Kikuyu,language
6,301,Q116,KE,13,Luo,luok1236,Luo (Kenya and Tanzania),language
6,302,Q116,KE,13,Luhya,luyi1234,Luyia,family
6,303,Q116,KE,13,Kamba,kamb1297,Kamba (Kenya),language
6,305,Q116,KE,13,Kisii,gusi1247,Gusii,language
6,306,Q116,KE,13,Meru/Embu,cent2274,Central Kenya Bantu,family
6,307,Q116,KE,13,Maasai/Samburu,nucl1431,Nuclear Maa,family
6,310,Q116,KE,13,Somali,soma1255,Somali,language
6,340,Q116,LS,14,Sesotho,sout2807,Southern Sotho,language
6,380,Q116,LR,15,Bassa,nucl1418,Bassa,language
6,383,Q116,LR,15,Gbandi,band1352,Bandi,language
6,384,Q116,LR,15,Gio,dann1241,Dan,language
6,386,Q116,LR,15,Grebo,greb1256,Liberian Grebo,family
6,387,Q116,LR,15,Kissi,sout2778,Southern Kisi,language
6,388,Q116,LR,15,Kpelle,libe1247,Liberia Kpelle,language
6,389,Q116,LR,15,Krahn,weea1234,Wee,family
6,390,Q116,LR,15,Kru,klao1243,Klao,language
6,391,Q116,LR,15,Lorma,loma1260,Loma (Liberia),language
6,420,Q116,MG,16,Malgache « officiel »,plat1254,Plateau Malagasy,language
6,421,Q116,MG,16,Malgache avec spécificité régionale,mala1537,Malagasic,family
6,460,Q116,MW,17,Chitumbuka,tumb1250,Tumbuka,language
6,461,Q116,MW,17,Chinkhonde,nkon1246,Nkonde,dialect
6,463,Q116,MW,17,Chichewa,nyan1308,Nyanja,language
6,464,Q116,MW,17,Chiyao,yaoo1241,Yao,language
6,466,Q116,MW,17,Chilomwe,mala1256,Malawi Lomwe,language
6,471,Q116,MW,17,Chitonga,tong1321,Tonga (Nyasa),language
6,501,Q116,ML,18,Bambara,bamb1269,Bambara,language
6,506,Q116,ML,18,Dogon,dogo1299,Dogon,family
6,514,Q116,ML,18,Peulh/Fulfude,maas1239,Maasina Fulfulde,language
6,516,Q116,ML,18,Senufo,nort3254,North Senufo,family
6,517,Q116,ML,18,Soninké/Sarakolé,soni1259,Soninke,language
6,518,Q116,ML,18,Sonrhai,song1307,Songhay,family
6,540,Q116,MZ,21,Makua,maku1279,Makua-Lomwe,family
6,541,Q116,MZ,21,Sena,nucl1396,Sena,language
6,542,Q116,MZ,21,Ndau,ndau1241,Ndau,language
6,543,Q116,MZ,21,Changana,tson1249,Tsonga,language
6,545,Q116,MZ,21,Chope,chop1243,Chopi,language
6,546,Q116,MZ,21,Bitonga,gito1238,Gitonga,language
6,547,Q116,MZ,21,Makonde,mako1251,Makonde,language
6,548,Q116,MZ,21,Chuabo,chuw1238,Chuwabu,language
6,550,Q116,MZ,21,Lomue,lomw1241,Mozambique Lomwe,language
6,582,Q116,NA,22,Nama/Damara,nama1264,Nama (Namibia),language
6,583,Q116,NA,22,Oshiwambo (Oshindonga/Oshikwanyama),ndon1253,Ndonga (R.20),family
6,584,Q116,NA,22,Otjiherero,here1253,Herero,language
6,585,Q116,NA,22,Rukwangali,kwan1273,Kwangali,language
6,586,Q116,NA,22,Rugririku/Rumanyo,diri1252,Diriku,language
6,588,Q116,NA,22,Silozi,lozi1239,Lozi,language
6,621,Q116,NG,24,Igbo,nucl1417,Igbo,language
6,624,Q116,NG,24,Efik,efik1245,Efik,language
6,625,Q116,NG,24,Ebira,ebir1243,Ebira,language
6,628,Q116,NG,24,Ubibio,ibib1240,Ibibio,language
6,630,Q116,NG,24,Tiv,tivv1240,Tiv,language
6,631,Q116,NG,24,Nupe,nupe1254,Nupe-Nupe-Tako,language
6,632,Q116,NG,24,Ijaw,ijoo1239,Ijo,family
6,633,Q116,NG,24,Edo,bini1246,Bini,language
6,634,Q116,NG,24,Igala,igal1242,Igala,language
6,638,Q116,NG,24,Ikwere,ikwe1242,Ikwere,language
6,639,Q116,NG,24,Idoma,idom1241,Idoma,language
6,648,Q116,NG,24,Mumuye,nucl1240,Mumuye,language
6,650,Q116,NG,24,Tangale,nucl1696,Tangale,language
6,654,Q116,NG,24,Lemoro,lemo1242,Lemoro,language
6,655,Q116,NG,24,Igede,iged1239,Igede,language
6,656,Q116,NG,24,Gbagyi,gbag1258,Gbagyi,language
6,657,Q116,NG,24,Buju,jere1244,Jere,language
6,658,Q116,NG,24,Buji,jere1244,Jere,language
6,659,Q116,NG,24,Bandawa,shoo1247,Shoo-Minda-Nye,language
6,660,Q116,SN,26,Wolof,nucl1347,Wolof,language
6,661,Q116,SN,26,Pulaar/Toucouleur,pula1263,Pulaar,language
6,662,Q116,SN,26,Serer,sere1260,Sereer,language
6,663,Q116,SN,26,Mandinka/Bambara,mand1435,Manding,family
6,665,Q116,SN,26,Diola,jola1263,Jola-Fonyi,language
6,669,Q116,SN,26,Maure,hass1238,Hassaniyya,language
6,700,Q116,ZA,28,Afrikaans,afri1274,Afrikaans,language
6,702,Q116,ZA,28,Xhosa,xhos1239,Xhosa,language
6,703,Q116,ZA,28,Pedi/North Sotho,pedi1238,Pedi,language
6,704,Q116,ZA,28,Sesotho/South Sotho,sout2807,Southern Sotho,language
6,705,Q116,ZA,28,Tswana,tswa1253,Tswana,language
6,707,Q116,ZA,28,Swazi,swat1243,Swati,language
6,708,Q116,ZA,28,Venda,vend1245,Venda,language
6,709,Q116,ZA,28,Zulu,zulu1248,Zulu,language
6,741,Q116,TZ,31,Kichaga,moch1256,Mochi,language
6,742,Q116,TZ,31,Kihaya,haya1250,Haya,language
6,745,Q116,TZ,31,Kipare,asut1235,Asu (Tanzania),language
6,749,Q116,TZ,31,Kisukuma,suku1261,Sukuma,language
6,751,Q116,TZ,31,Kimeru,rwaa1238,Rwa,language
6,752,Q116,TZ,31,Kikurya,kuri1259,Kuria,language
6,761,Q116,TZ,31,Kiha,haaa1252,Ha,language
6,763,Q116,TZ,31,Kijaluo,luok1236,Luo (Kenya and Tanzania),language
6,771,Q116,TZ,31,Kindamba,ndam1239,Ndamba,language
6,780,Q116,UG,34,Luganda,gand1255,Ganda,language
6,781,Q116,UG,34,Runyankole,nyan1307,Nyankole,language
6,782,Q116,UG,34,Runyoro,nyor1246,Nyoro,language
6,783,Q116,UG,34,Lusoga,soga1242,Soga,language
6,784,Q116,UG,34,Lumasaaba,masa1299,Masaaba,language
6,787,Q116,UG,34,Ateso,teso1249,Teso,language
6,788,Q116,UG,34,Acholi,acol1236,Acoli,language
6,789,Q116,UG,34,Alur,alur1250,Alur,language
6,790,Q116,UG,34,Lugbara,lugb1240,Lugbara,language
6,792,Q116,UG,34,Japadhola,adho1243,Adhola,language
6,795,Q116,UG,34,Rukiga,chig1238,Chiga,language
6,796,Q116,UG,34,Rutooro,toor1238,Tooro,language
6,797,Q116,UG,34,Langi,lang1324,Lango (Uganda),language
6,798,Q116,UG,34,Kupsabinyi,kups1238,Kupsabiny,language
6,799,Q116,UG,34,Ngakarimajong,kara1483,Karamojong,language
6,820,Q116,ZM,35,Bemba,bemb1257,Bemba (Zambia),language
6,822,Q116,ZM,35,Tonga,tong1318,Tonga (Zambia),language
6,823,Q116,ZM,35,Lozi,lozi1239,Lozi,language
6,824,Q116,ZM,35,Chewa,nyan1308,Nyanja,language
6,827,Q116,ZM,35,Kaonde,kaon1241,Kaonde,language
6,828,Q116,ZM,35,Luvale,luva1239,Luvale,language
6,838,Q116,ZM,35,Lunda,lund1266,Lunda,language
6,841,Q116,ZM,35,Mambwe,mamb1296,Mambwe-Lungu,language
6,860,Q116,ZW,36,Ndebele,nort2795,Zimbabwean Ndebele,language
6,861,Q116,ZW,36,Shona,shon1251,Shona,language
6,862,Q116,ZW,36,Zezuru,shon1251,Shona,language
6,863,Q116,ZW,36,Korekore,shon1251,Shona,language
6,864,Q116,ZW,36,Karanga,shon1251,Shona,language
6,865,Q116,ZW,36,Manyika,many1258,Manyika,language
6,900,Q116,MU,19,Creole,mori1278,Morisyen,language
6,930,Q116,SL,27,Krio,krio1253,Krio,language
6,931,Q116,SL,27,Mende,mend1266,Mende (Sierra Leone),language
6,932,Q116,SL,27,Temne,timn1235,Timne,language
6,933,Q116,SL,27,Limba,limb1267,Limba,family
6,934,Q116,SL,27,Loko,loko1255,Loko,language
6,939,Q116,SL,27,Madingo,east2426,Eastern Maninkakan,language
6,1100,Q116,NE,23,Haoussa,haus1257,Hausa,language
6,1101,Q116,NE,23,Zarma/Songhaï,zarm1239,Zarma-Kaado,language
6,1141,Q116,TG,32,Mina (Guen),genn1243,Gen,language
6,1142,Q116,TG,32,Kabye,kabi1261,Kabiyé,language
6,1143,Q116,TG,32,Tem (Kotokoli),temm1241,Tem,language
6,1144,Q116,TG,32,Ben (Moba),moba1244,Moba,language
6,1145,Q116,TG,32,Nawdem (Losso),nawd1238,Nawdm,language
6,1146,Q116,TG,32,Lama (Lamba),lama1275,Lama (Togo),language
